"campanha","grupo","palavra_chave","status_atual","correspondencia","impressoes_30d","cliques_30d","ctr_30d","custo_30d_brl","conversoes_agregadas_30d","acao_proposta","classe_decisao","evidencia_risco","regra_revisao"
"S_BR_SP_OTOPLASTIA","Adulto","""correção de orelha de abano""","Ativado","Correspondência de frase","164","8","0.0488","17.2","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","AG_OTOPLASTIA_INFANTIL","[orelha de abano infantil]","Ativado","Correspondência exata","1","0","0","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","Adulto","[cirurgia para correção de orelha]","Ativado","Correspondência exata","4","0","0","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","Adulto","cirurgia para orelha","Pausado","Correspondência ampla","0","0","N/D","0","0","Manter pausada","Não alterar","Correspondência ampla permanece vedada enquanto o sinal offline não estiver estável.","Rever somente após pelo menos 10 conversões qualificadas aceitas e reconciliação ponta a ponta."
"S_BR_SP_OTOPLASTIA","Adulto","[cirurgia de orelha de abano]","Ativado","Correspondência exata","59","4","0.0678","8.25","1","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","AG_OTOPLASTIA_INFANTIL","""cirurgia de orelha infantil""","Ativado","Correspondência de frase","10","0","0","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","Adulto","correção orelha de abano","Pausado","Correspondência ampla","0","0","N/D","0","0","Manter pausada","Não alterar","Correspondência ampla permanece vedada enquanto o sinal offline não estiver estável.","Rever somente após pelo menos 10 conversões qualificadas aceitas e reconciliação ponta a ponta."
"S_BR_SP_OTOPLASTIA","Adulto","""cirurgia de orelha de abano""","Ativado","Correspondência de frase","100","0","0","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","Adulto","""otoplastia""","Ativado","Correspondência de frase","441","23","0.0522","47.64","1","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","Adulto","[otoplastia preço]","Ativado","Correspondência exata","1","0","0","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","AG_OTOPLASTIA_INFANTIL","[cirurgia de orelha criança]","Ativado","Correspondência exata","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","Adulto","otoplastia são paulo","Pausado","Correspondência ampla","0","0","N/D","0","0","Manter pausada","Não alterar","Correspondência ampla permanece vedada enquanto o sinal offline não estiver estável.","Rever somente após pelo menos 10 conversões qualificadas aceitas e reconciliação ponta a ponta."
"S_BR_SP_OTOPLASTIA","Adulto","operação da orelha de abano","Pausado","Correspondência ampla","0","0","N/D","0","0","Manter pausada","Não alterar","Correspondência ampla permanece vedada enquanto o sinal offline não estiver estável.","Rever somente após pelo menos 10 conversões qualificadas aceitas e reconciliação ponta a ponta."
"S_BR_SP_OTOPLASTIA","Adulto","[correção de orelha de abano]","Ativado","Correspondência exata","96","3","0.0313","5.04","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","Adulto","cirurgia plástica da orelha","Pausado","Correspondência ampla","3","0","0","0","0","Manter pausada","Não alterar","Correspondência ampla permanece vedada enquanto o sinal offline não estiver estável.","Rever somente após pelo menos 10 conversões qualificadas aceitas e reconciliação ponta a ponta."
"S_BR_SP_OTOPLASTIA","Adulto","[otoplastia]","Ativado","Correspondência exata","262","6","0.0229","14.04","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","Adulto","[otoplastia são paulo]","Ativado","Correspondência exata","4","0","0","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","Adulto","""otoplastia em são paulo""","Ativado","Correspondência de frase","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","Adulto","[otoplastia adulto]","Ativado","Correspondência exata","4","0","0","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","Adulto","otoplastia orelha","Pausado","Correspondência ampla","4","0","0","0","0","Manter pausada","Não alterar","Correspondência ampla permanece vedada enquanto o sinal offline não estiver estável.","Rever somente após pelo menos 10 conversões qualificadas aceitas e reconciliação ponta a ponta."
"S_BR_SP_OTOPLASTIA","AG_OTOPLASTIA_INFANTIL","""orelha de abano criança""","Ativado","Correspondência de frase","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","AG_OTOPLASTIA_INFANTIL","[otoplastia infantil são paulo]","Ativado","Correspondência exata","0","0","N/D","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","AG_OTOPLASTIA_INFANTIL","[otoplastia infantil]","Ativado","Correspondência exata","10","0","0","0","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","Adulto","plástica nas orelhas","Pausado","Correspondência ampla","1","0","0","0","0","Manter pausada","Não alterar","Correspondência ampla permanece vedada enquanto o sinal offline não estiver estável.","Rever somente após pelo menos 10 conversões qualificadas aceitas e reconciliação ponta a ponta."
"S_BR_SP_OTOPLASTIA","Adulto","cirurgia para orelha de abano","Pausado","Correspondência ampla","0","0","N/D","0","0","Manter pausada","Não alterar","Correspondência ampla permanece vedada enquanto o sinal offline não estiver estável.","Rever somente após pelo menos 10 conversões qualificadas aceitas e reconciliação ponta a ponta."
"S_BR_SP_OTOPLASTIA","Adulto","plastica da orelha","Pausado","Correspondência ampla","0","0","N/D","0","0","Manter pausada","Não alterar","Correspondência ampla permanece vedada enquanto o sinal offline não estiver estável.","Rever somente após pelo menos 10 conversões qualificadas aceitas e reconciliação ponta a ponta."
"S_BR_SP_OTOPLASTIA","AG_OTOPLASTIA_INFANTIL","""otoplastia em criança""","Ativado","Correspondência de frase","56","2","0.0357","4.42","1","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
"S_BR_SP_OTOPLASTIA","Adulto","""cirurgia plástica da orelha""","Ativado","Correspondência de frase","1131","75","0.0663","159.75","2","Manter sob observação","Observar","75 cliques e R$159,75; vazamento para Projeto Orelhinha/SUS.","Revisar após 30 novos cliques atribuídos e negativas específicas; pausar frase se 0 contatos válidos."
"S_BR_SP_OTOPLASTIA","AG_OTOPLASTIA_INFANTIL","""otoplastia infantil""","Ativado","Correspondência de frase","58","6","0.1034","11.97","0","Manter","Não alterar","Exata/frase ativa; mudanças de 13/08 e sinal offline não permitem atribuir qualidade com segurança.","Rever em 7 e 14 dias completos usando qualificado, consulta e termos reais."
