"url","arquivo","status_http","redirects","canonical","robots_indexabilidade","presente_no_sitemap","title","meta_description","h1","h2_h3","schema_principal","inlinks","outlinks","cta_whatsapp","cta_rastreado","html_publico_bytes","recursos_pesados","teste_mobile","erros_riscos","prioridade","classificacao","fonte","observado_em_fuso","metodo","periodo","limitacao","confianca"
"https://draamandaschroeder.com.br/lifting-facial/","lifting-facial/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/lifting-facial/","permitida; sem noindex/X-Robots impeditivo","sim","Lifting Facial em São Paulo | Dra. Amanda Schroeder","Entenda indicação, naturalidade, cicatrizes e recuperação do lifting facial com a Dra. Amanda Schroeder. Consulta particular em Pinheiros, São Paulo.","Lifting facial para melhorar a flacidez sem apagar sua expressão.","37","MedicalWebPage|MedicalProcedure|Physician|FAQPage|BreadcrumbList","42","23","6","6","38245","17,56 MB de mídia referenciada; maior 10,37 MB; vídeo preload=metadata","N/D individual","risco de mídia; impacto real N/D","P1","fato observado+cálculo+inferência","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","CWV/mobile visual/GSC N/D","alta"
"https://draamandaschroeder.com.br/lifting-cervical/","lifting-cervical/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/lifting-cervical/","permitida; sem noindex/X-Robots impeditivo","sim","Lifting cervical em São Paulo | Dra. Amanda Schroeder","Lifting cervical em São Paulo para flacidez do pescoço, papada, bandas e perda do contorno mandibular, com planejamento individual e resultado natural.","Um pescoço mais definido, sem a aparência de rosto puxado.","34","MedicalWebPage|MedicalProcedure|Physician|FAQPage|BreadcrumbList","25","21","6","6","31391","25,12 MB de mídia referenciada; maior 12,77 MB; vídeos preload=metadata","N/D individual","lastmod 2026-07-10 difere de dateModified 2026-08-02; risco de mídia","P1","fato observado+cálculo+inferência","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","datas exigem verdade editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/lipo-de-papada/","lipo-de-papada/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/lipo-de-papada/","permitida; sem noindex/X-Robots impeditivo","sim","Lipo de papada em São Paulo | Dra. Amanda Schroeder","Lipo de papada em São Paulo para gordura abaixo do queixo e perda de definição, com avaliação da pele, pescoço, mandíbula e queixo antes da indicação.","Mais definição abaixo do queixo, quando a gordura é realmente a causa.","33","MedicalWebPage|MedicalProcedure|Physician|FAQPage|BreadcrumbList","5","21","6","6","29191","13,53 MB de mídia referenciada; maior 10,37 MB; vídeo preload=metadata","N/D individual","lastmod 2026-07-10 difere de dateModified 2026-08-02; risco de mídia","P1","fato observado+cálculo+inferência","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","datas exigem verdade editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/lip-lifting/","lip-lifting/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/lip-lifting/","permitida; sem noindex/X-Robots impeditivo","sim","Lip Lifting em São Paulo | Dra. Amanda Schroeder","Lip lifting em São Paulo para avaliar lábio superior longo, pouca exposição dos dentes e relação entre nariz, boca e sorriso, com planejamento de cicatriz.","Quando a distância entre nariz e lábio pesa mais que a falta de volume.","27","MedicalWebPage|MedicalProcedure|Physician|FAQPage","2","8","4","4","17317","7,78 MB de mídia referenciada; maior 7,67 MB; vídeo preload=metadata","N/D individual","poucos inlinks; risco de mídia","P1","fato observado+cálculo+inferência","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","não órfã; CWV/mobile/GSC N/D","alta"
"https://draamandaschroeder.com.br/otoplastia/","otoplastia/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/otoplastia/","permitida; sem noindex/X-Robots impeditivo","sim","Otoplastia em São Paulo | Crianças e adultos | Dra. Amanda","Otoplastia em São Paulo para crianças e adultos com orelhas proeminentes ou assimétricas, com indicação cuidadosa, resultado natural e acompanhamento próximo.","Orelhas mais equilibradas, sem perder seus contornos naturais.","32","MedicalWebPage|MedicalProcedure|Physician|FAQPage|BreadcrumbList","26","23","5","5","29985","54,78 MB de mídia referenciada; maior 42,64 MB; vídeos preload=metadata","N/D individual","maior risco de mídia; impacto real N/D","P1","fato observado+cálculo+inferência","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","CWV/mobile visual/GSC N/D","alta"
"https://draamandaschroeder.com.br/otoplastia-adulto/","otoplastia-adulto/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/otoplastia-adulto/","permitida; sem noindex/X-Robots impeditivo","sim","Otoplastia em Adultos em São Paulo | Dra. Amanda Schroeder","Otoplastia em adultos em São Paulo para orelhas proeminentes, assimetrias e incômodo antigo, com planejamento voltado à naturalidade e recuperação.","Otoplastia em adultos: menos projeção, preservando as curvas naturais.","52","MedicalWebPage|MedicalProcedure|Physician|MedicalClinic|FAQPage|BreadcrumbList","3","9","5","5","86973","21,36 MB de mídia referenciada; maior 12,77 MB; quatro vídeos preload=metadata","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-08-04; HTML e mídia altos","P1","fato observado+cálculo+inferência","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","datas exigem verdade editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/otoplastia-infantil/","otoplastia-infantil/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/otoplastia-infantil/","permitida; sem noindex/X-Robots impeditivo","sim","Otoplastia Infantil em São Paulo | Dra. Amanda Schroeder","Otoplastia infantil em São Paulo com avaliação da anatomia, vontade da criança, participação da família, anestesia, escola, recuperação e naturalidade.","Otoplastia infantil: uma decisão em família, com a criança ouvida.","62","MedicalWebPage|MedicalProcedure|Physician|MedicalClinic|FAQPage|BreadcrumbList","3","9","5","5","91721","63,07 MB de mídia referenciada; maior 42,64 MB; cinco vídeos preload=metadata","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-08-04; maior HTML/mídia","P1","fato observado+cálculo+inferência","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","datas exigem verdade editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/contorno-corporal/","contorno-corporal/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/contorno-corporal/","permitida; sem noindex/X-Robots impeditivo","sim","Contorno Corporal em São Paulo | Dra. Amanda Schroeder","Avaliação de contorno corporal em São Paulo para gordura localizada, flacidez, excesso de pele, diástase e mudanças após gestação ou emagrecimento.","Seu corpo mudou. O plano precisa entender o que mudou nele.","35","MedicalWebPage|MedicalProcedure|Physician|FAQPage|BreadcrumbList|ItemList","22","21","7","7","33429","12,28 MB de mídia referenciada; maior 10,37 MB; vídeo preload=metadata","N/D individual","risco de mídia; impacto real N/D","P1","fato observado+cálculo+inferência","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","CWV/mobile visual/GSC N/D","alta"
"https://draamandaschroeder.com.br/lipoaspiracao/","lipoaspiracao/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/lipoaspiracao/","permitida; sem noindex/X-Robots impeditivo","sim","Lipoaspiração em São Paulo | Dra. Amanda Schroeder","Lipoaspiração em São Paulo para pochete, flancos, culote, bananinha e gordura do sutiã, com avaliação de pele, proporção e segurança.","Gordura localizada não é o mesmo que flacidez — e isso muda a indicação.","38","MedicalWebPage|MedicalProcedure|Physician|MedicalClinic|FAQPage|BreadcrumbList","26","15","6","6","27368","nenhum arquivo local >5 MB referenciado","N/D individual","nenhum bloqueio técnico observado","P2","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","CWV/mobile visual/GSC N/D","alta"
"https://draamandaschroeder.com.br/abdominoplastia/","abdominoplastia/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/abdominoplastia/","permitida; sem noindex/X-Robots impeditivo","sim","Abdominoplastia em São Paulo | Dra. Amanda Schroeder","Abdominoplastia em São Paulo para barriga avental, estômago alto, diástase, pele após gestação ou emagrecimento e umbigo caído.","Quando o abdômen não muda apenas com emagrecimento ou exercício.","41","MedicalWebPage|MedicalProcedure|Physician|MedicalClinic|FAQPage|BreadcrumbList","26","15","6","6","29037","nenhum arquivo local >5 MB referenciado","N/D individual","nenhum bloqueio técnico observado","P2","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","CWV/mobile visual/GSC N/D","alta"
"https://draamandaschroeder.com.br/pos-bariatrica/","pos-bariatrica/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/pos-bariatrica/","permitida; sem noindex/X-Robots impeditivo","sim","Cirurgia Pós-Bariátrica em São Paulo | Dra. Amanda Schroeder","Planejamento de cirurgia pós-bariátrica em São Paulo por prioridades e etapas, considerando excesso de pele, nutrição, segurança e recuperação.","Depois da perda de peso, o plano começa pelas prioridades — não por fazer tudo de uma vez.","36","MedicalWebPage|MedicalProcedure|Physician|MedicalClinic|FAQPage|BreadcrumbList","27","15","6","6","26635","nenhum arquivo local >5 MB referenciado","N/D individual","nenhum bloqueio técnico observado","P2","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","CWV/mobile visual/GSC N/D","alta"
"https://draamandaschroeder.com.br/braquioplastia/","braquioplastia/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/braquioplastia/","permitida; sem noindex/X-Robots impeditivo","sim","Braquioplastia em São Paulo | Dra. Amanda Schroeder","Braquioplastia em São Paulo para excesso de pele e flacidez nos braços após emagrecimento ou mudanças corporais, com avaliação de cicatriz e recuperação.","Quando a pele dos braços continua incomodando depois que o peso mudou.","26","MedicalWebPage|MedicalProcedure|Physician|FAQPage","1","10","4","4","15959","nenhum arquivo local >5 MB referenciado","N/D individual","apenas um inlink; não é órfã","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","mudança de link/âncora é comunicação; GSC N/D","alta"
"https://draamandaschroeder.com.br/ninfoplastia/","ninfoplastia/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/ninfoplastia/","permitida; sem noindex/X-Robots impeditivo","sim","Ninfoplastia em São Paulo | Dra. Amanda Schroeder","Ninfoplastia em São Paulo para desconforto, atrito, assimetria ou pequenos lábios aparentes em roupas justas, com privacidade e avaliação.","Conforto íntimo, função e privacidade antes de qualquer decisão.","38","MedicalWebPage|MedicalProcedure|Physician|MedicalClinic|FAQPage|BreadcrumbList","17","16","6","6","27363","nenhum arquivo local >5 MB referenciado","N/D individual","nenhum bloqueio técnico observado","P2","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","CWV/mobile visual/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/","conteudos/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/","permitida; sem noindex/X-Robots impeditivo","sim","Conteúdos sobre cirurgia plástica | Dra. Amanda Schroeder","Conteúdos educativos sobre cirurgia da face, mama, contorno corporal, injetáveis, recuperação e segurança para orientar uma decisão individualizada.","Encontre respostas claras antes de decidir.","33","CollectionPage|Physician|Organization","42","24","5","5","19073","nenhum arquivo local >5 MB referenciado","N/D individual","nenhum bloqueio técnico observado","P2","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","CWV/mobile visual/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/quanto-custa-cirurgia-plastica-facial-sao-paulo/","conteudos/quanto-custa-cirurgia-plastica-facial-sao-paulo/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/quanto-custa-cirurgia-plastica-facial-sao-paulo/","permitida; sem noindex/X-Robots impeditivo","sim","Quanto custa uma cirurgia plástica facial em São Paulo? | Dra. Amanda","Entenda os custos de uma cirurgia facial: cirurgiã, anestesiologista, auxiliar, instrumentador, hospital e o que o convênio pode cobrir.","Quanto custa uma cirurgia plástica facial em São Paulo?","46","MedicalWebPage|Article|Physician|FAQPage|BreadcrumbList","14","23","5","5","40145","nenhum arquivo local >5 MB referenciado","N/D individual","nenhum bloqueio técnico observado","P2","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","CWV/mobile visual/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/quanto-custa-lifting-facial-sao-paulo/","conteudos/quanto-custa-lifting-facial-sao-paulo/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/quanto-custa-lifting-facial-sao-paulo/","permitida; sem noindex/X-Robots impeditivo","sim","Quanto custa um lifting facial em São Paulo? | Dra. Amanda","Preço do lifting facial em São Paulo: minilifting de R$ 18–25 mil e lifting de R$ 26–42 mil. Veja composição e formas de pagamento.","Quanto custa um lifting facial em São Paulo?","28","MedicalWebPage|Article|MedicalProcedure|Physician|FAQPage|BreadcrumbList","4","22","6","6","28551","nenhum arquivo local >5 MB referenciado","N/D individual","guia não apareceu na primeira página da consulta diagnóstica; isso não prova desindexação","P2","fato observado+cálculo","site público+repositório+Google público","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local+busca","snapshot","busca localizada; CWV/GSC N/D","média-alta"
"https://draamandaschroeder.com.br/conteudos/quanto-custa-cirurgia-plastica-mama-sao-paulo/","conteudos/quanto-custa-cirurgia-plastica-mama-sao-paulo/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/quanto-custa-cirurgia-plastica-mama-sao-paulo/","permitida; sem noindex/X-Robots impeditivo","sim","Quanto custa uma cirurgia de mama em São Paulo? | Dra. Amanda","Entenda o que compõe o valor de mastopexia, prótese e mamoplastia: equipe, anestesia, hospital, implantes, recuperação e pagamento.","Quanto custa uma cirurgia de mama em São Paulo?","23","MedicalWebPage|Article|MedicalProcedure|Physician|FAQPage|BreadcrumbList","3","23","6","6","22327","nenhum arquivo local >5 MB referenciado","N/D individual","nenhum bloqueio técnico observado","P2","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","CWV/mobile visual/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/quanto-custa-cirurgia-plastica-corporal-sao-paulo/","conteudos/quanto-custa-cirurgia-plastica-corporal-sao-paulo/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/quanto-custa-cirurgia-plastica-corporal-sao-paulo/","permitida; sem noindex/X-Robots impeditivo","sim","Quanto custa uma cirurgia plástica corporal em São Paulo? | Dra. Amanda","Entenda o que compõe o valor de lipoaspiração, abdominoplastia e cirurgias pós-emagrecimento: equipe, hospital, recuperação e pagamento.","Quanto custa uma cirurgia plástica corporal em São Paulo?","23","MedicalWebPage|Article|MedicalProcedure|Physician|FAQPage|BreadcrumbList","3","23","6","6","22723","nenhum arquivo local >5 MB referenciado","N/D individual","nenhum bloqueio técnico observado","P2","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","CWV/mobile visual/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/lifting-facial-ou-injetaveis/","conteudos/lifting-facial-ou-injetaveis/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/lifting-facial-ou-injetaveis/","permitida; sem noindex/X-Robots impeditivo","sim","Lifting Facial ou Injetáveis | Dra. Amanda Schroeder","Quando o incômodo é flacidez, perda de contorno ou aparência cansada, a dúvida não deveria começar pela técnica. Entenda o que cada abordagem consegue tratar.","Lifting facial ou procedimentos injetáveis: como entender a diferença","13","MedicalWebPage|Article|Physician|MedicalClinic|BreadcrumbList","9","11","4","4","16491","4,07 MB de vídeo referenciado; abaixo do limiar local de 5 MB","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-07-11","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","datas exigem verdade editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/blefaroplastia-quando-faz-sentido/","conteudos/blefaroplastia-quando-faz-sentido/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/blefaroplastia-quando-faz-sentido/","permitida; sem noindex/X-Robots impeditivo","sim","Blefaroplastia e Aspecto Cansado | Dra. Amanda Schroeder","Nem toda aparência cansada é causada pelo mesmo problema. Excesso de pele, bolsas, sobrancelha, sulcos e qualidade da pele precisam ser avaliados em conjunto.","Blefaroplastia: quando o aspecto cansado pode vir das pálpebras","11","MedicalWebPage|Article|Physician|MedicalClinic|BreadcrumbList","6","11","4","4","15203","nenhum arquivo local >5 MB referenciado","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-07-11","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","datas exigem verdade editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/mastopexia-com-ou-sem-protese/","conteudos/mastopexia-com-ou-sem-protese/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/mastopexia-com-ou-sem-protese/","permitida; sem noindex/X-Robots impeditivo","sim","Mastopexia com ou sem Prótese | Dra. Amanda Schroeder","A dúvida costuma surgir quando a paciente deseja elevar a mama, mas não sabe se precisa acrescentar volume. A resposta depende de tecidos, formato e expectativa.","Mastopexia com ou sem prótese: o que muda na decisão","10","MedicalWebPage|Article|Physician|MedicalClinic|BreadcrumbList","5","11","4","4","14934","nenhum arquivo local >5 MB referenciado","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-07-11","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","datas exigem verdade editorial; CWV/GSC N/D","alta"
"https://draamandaschroeder.com.br/conteudos/lipoaspiracao-ou-abdominoplastia/","conteudos/lipoaspiracao-ou-abdominoplastia/index.html","200","0 (URL canônica)","https://draamandaschroeder.com.br/conteudos/lipoaspiracao-ou-abdominoplastia/","permitida; sem noindex/X-Robots impeditivo","sim","Lipoaspiração ou Abdominoplastia | Dra. Amanda Schroeder","Gordura localizada, excesso de pele e alteração da parede abdominal pedem estratégias diferentes. Entender essa diferença evita expectativas irreais.","Lipoaspiração ou abdominoplastia: por que não são a mesma cirurgia","10","MedicalWebPage|Article|Physician|MedicalClinic|BreadcrumbList","6","12","4","4","14855","nenhum arquivo local >5 MB referenciado","N/D individual","lastmod 2026-08-09 difere de dateModified 2026-07-11","P1","fato observado+cálculo","site público+repositório","2026-08-15 09:39-10:01 UTC-03","GET público+parser HTML+grafo local","snapshot","datas exigem verdade editorial; CWV/GSC N/D","alta"
